Municipi;Explotador/s;Estat;Categoria;Denominació comercial;UTM(Y);Direcció;UTM (X);Inici d'activitat;Signatura;Hotel de ciutat;Excepcions ratio turístic;Superfície;Subgrup;Memoria descriptiva;Grup;Unitats;Places;Localitat;longitude;latitude
PALMA;SHOPING Y LAPICES 2014 SL (B57891566);Alta;2 estrelles;REGINA;4380838.33549;Carrer SANT MIQUEL, 77. 07002 PALMA, Mallorca;470126.865477;09/06/1960;H/84;;;;Allotjaments;;Hostal residència;10;20;Palma;2.6521708080685493;39.57673411102745
CALVIÀ;Solid Bond in Your Heart, SL (B67640938);Alta;2 estrelles;LA CONCHA SOUL;;Carrer LA ROMANA, 3. 07160 Peguera, CALVIÀ, Mallorca;;11/08/1962;H/847;;;;Allotjaments;;Hotel;36;71;Peguera;;
CALVIÀ;BARCELO ARRENDAMIENTOS TURISTICOS, SL (B57022055);Alta;4 estrelles;BARCELO ILLETAS ALBATROS;4377077.11174;ILLETAS, 15. -, -;465172.210476;15/02/1963;H/856;;;;Allotjaments;;Hotel;128;236;Cas Català-Illetes;2.5946796263761267;39.54265750906625
PALMA;BE LIVE HOTELS, SLU (B38674792);Alta;4 estrelles;BE LIVE ADULTS ONLY MARIVENT;4378202.23182;GAVINA, 9. 07015 Cala Major, PALMA, Mallorca;466169.270596;01/04/1963;H/858;;;;Allotjaments;;Hotel;195;371;Cala Major;2.60622569692392;39.55283505433296
SON SERVERA;SON LLUC SA (A07086515);Alta;4 estrelles;LEVANTE;4384796.51141;Passeig MARITIM, 6. 07559 Cala Bona, SON SERVERA, Mallorca;533552.909295;01/01/1963;H/859;;;;Allotjaments;;Hotel;202;392;Cala Bona;3.390874318487053;39.612262026672944
POLLENÇA;MIRQUESSON, SL (B57463440);Alta;3 estrelles;EOLO;4417360.10874;ENGINYER GABRIEL ROCA, 2. 07470 POLLENÇA, Mallorca;507072.341106;25/03/1981;H/86;;;;Allotjaments;;Hotel;50;90;Port De Pollença;3.082740403526031;39.906293812587634
PALMA;QUINTO SENTIDO HOTELES & RESORTS, SLU (B93611309);Alta;4 estrelles;PORTOFINO;4378033.16389;Carrer TRAFALGAR, 24. 07007 Ciutat Jardí, PALMA, Mallorca;473527.070515;01/01/1965;H/875;;;;Allotjaments;;Hotel;74;132;Ciutat Jardí;2.6918725564978696;39.55157028423941
CAPDEPERA;SENTRADOR, SL (B07580897);Alta;3 estrelles;CLUMBA;4395829.55427;Carrer NEREIDES, 2. 07590 Cala Rajada, CAPDEPERA, Mallorca;539416.41952;01/01/1963;H/876;;;;Allotjaments;;Hotel;133;246;Cala Rajada;3.459837694366632;39.71142029804171
PALMA;CRISTOBAL NAVARRO AMATE;Baixa temporal;1 estrella;CORONA;4379447.74847;Carrer JOSEP VILLALONGA, 22. 07014 PALMA, Mallorca;467722.387607;01/03/1953;H/88;;;;Allotjaments;;Hostal residència;9;16;Palma;2.624242348642121;39.56411736753479
MANACOR;CRIMON SA (A07069958);Alta;3 estrelles;CALA MURADA;4367300.15234;EUROPA, 27. 07688 Cala Murada, MANACOR, Mallorca;522925.472206;01/01/1963;H/880;;;;Allotjaments;;Hotel;83;154;Cala Murada;3.2664682485920196;39.45496284159901
CALVIÀ;SALCA TEIX, SL (B57726101);Alta;1 estrella;TEIX;4373687.30853;PINADA, 1. 07181 Palmanova, CALVIÀ, Mallorca;460306.260582;01/01/1963;H/881;;;;Allotjaments;;Hotel;42;82;Palmanova;2.5382544232906397;39.51190329001865
PALMA;HOTEL SAN JORDI PALMA SL (B07612005);Alta;4 estrelles;SANT JORDI;;Carrer GRUA, 5. 07610 Platja De Palma, PALMA, Mallorca;;01/01/1964;H/882;;;0;Allotjaments;;Hotel;118;236;Platja De Palma;;
PALMA;SES FONTANELLES SA (A07020753);Alta;4 estrelles;THB EL CID;4376147.36234;Carrer VAIXELL, 2. 07610 Platja De Palma, PALMA, Mallorca;476101.494069;01/01/1963;H/888;;;0;Allotjaments;;Hotel;216;414;Platja De Palma;2.7219046267086022;39.5346540169733
CALVIÀ;EXPLOTACIONES PORTALS NOUS SL (B07988587);Alta;4 estrelles;MAR DE PORTALS;4376332.92283;CALDENTEY,15, S/N. 07015 Portals Nous, CALVIÀ, Mallorca;463763.283531;14/06/1963;H/890;;;;Allotjaments;;Hotel;118;217;Portals Nous;2.5783237404022135;39.535893829482326
ANDRATX;COMPAÑIA HISPANO SUIZA DE TURISMO SA (A07009798);Alta;4 estrelles;UNIVERSAL HOTEL AQUAMARIN;4381051.27;Carrer CALA CONILLS, 4. 07159 Sant Elm, ANDRATX, Mallorca;444552.0;01/06/1963;H/892;;;0;Allotjaments;;Hotel;91;184;Sant Elm;2.354384562670094;39.57737986149215
PALMA;Victòria Aledo Valdés;Alta;1 estrella;PONS;4380145.68185;Carrer VI, 8 pis 1. 07012 PALMA, Mallorca;469432.125337;15/02/1963;H/894;;;;Allotjaments;;Hostal residència;21;30;Palma;2.6441136281821063;39.57046860573329
MANACOR;BUILDIBERICA HOTELES, SL (B57568354);Alta;3 estrelles Superior;CLUB MARMARA DEL MAR;4374292.11234;Avinguda VIOLETES, 101. 07680 Estany DEn Mas (L), MANACOR, Mallorca;526125.749154;23/07/1963;H/897;;;57606;Allotjaments;;Hotel;227;454;Estany DEn Mas (L);3.303939514188416;39.5178725546527
CAPDEPERA;ALLTOURS ESPAÑA SL (B35379841);Alta;4 estrelles;LAGO PLAYA;4395829.55427;TRITO S/N, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca;539416.41952;01/01/1963;H/899;;;;Allotjaments;;Hotel;97;191;Cala Rajada;3.459837694366632;39.71142029804171
PALMA;SIDEHOTELES SL (B57512642);Alta;4 estrelles;BQ AGUAMARINA BOUTIQUE HOTEL;4376147.40181;SAN ANTONIO DE LA PLATJA, 41. 07610 Can Pastilla, PALMA, Mallorca;475423.349704;01/01/1964;H/902;;;;Allotjaments;;Hotel;56;116;Can Pastilla;2.714013477711404;39.53463522612936
PALMA;FLAMINGO HOTEL, SL (B07008527);Alta;4 estrelles Superior;MYSEAHOUSE FLAMINGO;4374015.64407;Carrer MISSIO DE SAN DIEGO, 2. 07600 Platja De Palma, PALMA, Mallorca;478188.059792;01/01/1964;H/904;;;;Allotjaments;;Hotel;106;202;Platja De Palma;2.746254664949242;39.51550181955788
PALMA;HOTEL AYA SA (A07020118);Alta;4 estrelles;AYA;;Arenal, 60. -, -;;01/01/1963;H/908;;;;Allotjaments;;Hotel;142;266;Platja De Palma;;
CAPDEPERA;SEC SL (B07123920);Alta;4 estrelles;REGANA;;CALA AGULLA, S/N;;19/05/1963;H/909;;;;Allotjaments;;Hotel;127;236;Cala Rajada;;
PALMA;GALA TRIANON SA (A07172414);Alta;3 estrelles;GALA;4376326.53507;Carrer XABEC, 5. 07610 Can Pastilla, PALMA, Mallorca;475879.839866;01/01/1963;H/912;;;;Allotjaments;;Hotel;126;234;Can Pastilla;2.719318871086866;39.536262238974686
POLLENÇA;HOTELERA POLLENSINA SA (A07071517);Alta;4 estrelles;DAINA;4417446.99128;Carrer ATILIO BOVERI, 2. 07470 Port De Pollença, POLLENÇA, Mallorca;507093.179581;01/01/1963;H/916;;;;Allotjaments;;Hotel;67;129;Port De Pollença;3.082985140270024;39.90707644477109
CAPDEPERA;HOTELES Y APARTAMENTOS SA (A07010119);Alta;4 estrelles;BELLA PLAYA & SPA;4394218.80233;Avinguda CALA AGULLA, 121. 07590 Cala Rajada, CAPDEPERA, Mallorca;536639.913567;01/01/1963;H/917;;;0;Allotjaments;;Hotel;259;505;Cala Rajada;3.4273579135649506;39.69703116581444
CAPDEPERA;MURO VERT SL (B07633621);Alta;4 estrelles;AGUAIT;4394426.75543;DELS PINS, 61. 07590 Cala Rajada, CAPDEPERA, Mallorca;538900.351125;15/12/1970;H/918;;;;Allotjaments;;Hotel;192;357;Cala Rajada;3.453734552042657;39.698804797172926
PALMA;HOTEL ABELUX, SL (B57507055);Alta;2 estrelles;ABELUX;4381404.97172;RAMON MUNTANER, 30. 07003 PALMA, Mallorca;469989.326276;01/01/1966;H/921;;;;Allotjaments;;Hotel;65;124;Palma;2.6505437533594587;39.58183486359767
CALVIÀ;Hotel Dasten Portals, SL (B56145634);Alta;4 estrelles;Hotel Exe Portals Nous;4376342.08646;Carrer VAQUER, 16. 07181 Portals Nous, CALVIÀ, Mallorca;463563.63286;01/01/1963;H/926;;;0;Allotjaments;;Hotel;88;163;Portals Nous;2.5760000201130815;39.53596794532962
ANDRATX;SUAU VERA , S.L. (B57954992);Alta;2 estrelles;CATALINA VERA;4377217.97962;ISAAC PERAL, 63. 07157 ANDRATX, Mallorca;447375.371814;01/01/1953;H/934;;;;Allotjaments;;Hostal residència;17;28;Port DAndratx;2.38756086845204;39.54302000825145
PALMA;HOTELES ORME SL (B57923211);Alta;3 estrelles;Anex Teide;4373232.3262;Carrer GASPAR RULLAN GARCIAS, 24. 07600 Platja De Palma, PALMA, Mallorca;478913.97159;01/01/1963;H/935;;;;Allotjaments;;Hotel;33;53;Platja De Palma;2.754724176692752;39.50846187444036
CAPDEPERA;SENTRADOR, SL (B07580897);Alta;4 estrelles;MAR AZUL;4396650.84512;REGANA, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca;539630.133683;01/01/1963;H/945;;;;Allotjaments;;Hotel;76;144;Cala Rajada;3.4623802446303076;39.718810188984904
CALVIÀ;SIDEHOTELES SL (B57512642);Alta;4 estrelles;BQ BULEVAR PEGUERA;;EUCALIPTUS, 15;;14/06/1963;H/946;;;;Allotjaments;;Hotel;205;383;Peguera;;
POLLENÇA;Mediterranean Cala San Vicente, SL (B57926040);Alta;5 estrelles;EL VICENÇ DE LA MAR;;CERDA I MARROIG.PLAYA MOLINS, S/N. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;;03/08/1963;H/953;;;0;Allotjaments;;Hotel;37;72;Cala Sant Vicenç;;
MANACOR;LAGUNE ROMANTICA,SL (B87929477);Alta;3 estrelles;Cala Romántica;4374259.3679;PLATJA DE CALA ESTANY S/N, SESTANY DEN MAS, S/N. 07680 Estany DEn Mas (L), MANACOR, Mallorca;526485.156562;01/01/1963;H/954;;;;Allotjaments;;Hotel;267;518;Estany DEn Mas (L);3.308119397586926;39.517566506799994
MANACOR;IBEROSTAR LEASING SL (B57860264);Alta;4 estrelles;IBEROSTAR CALA DOMINGOS;;Carrer CALA ES DOMINGOS, S/N. 07688 Cala Murada, MANACOR, Mallorca;;02/05/1963;H/964;;;0;Allotjaments;;Hotel;362;715;Cala Murada;;
SANTANYÍ;Alma Dor Tour, S.L.U. (B70899869);Alta;2 estrelles;OASIS DOR;4358664.16125;ELS RAVELLS, 30. 07660 Cala DOr, SANTANYÍ, Mallorca;519867.678245;01/01/1963;H/972;;;;Allotjaments;;Hostal;22;43;Cala DOr;3.2306704752221944;39.37722304735815
PALMA;FOMENTO INDUSTRIAS DEL TURISMO, SL (B07010713);Alta;4 estrelles;LUXOR;4374817.23622;SON RIGO, 21. 07600 PALMA, Mallorca;477921.090377;01/01/1984;H/973;;;;Allotjaments;;Hotel;114;228;Platja De Palma;2.743122348810808;39.52271771422948
PALMA;CAMASOL HOTELS, S.L.U. (B72919384);Alta;1 estrella;SOL DE MALLORCA;4372994.03412;Carrer AMILCAR, 5. 07600 Platja De Palma, PALMA, Mallorca;478747.936286;14/06/1983;H/984;;;;Allotjaments;;Hostal residència;21;45;Platja De Palma;2.752800454127329;39.50631065650578
FELANITX;KONIG-BORDOY S.L. (B57879884);Alta;;PETIT CAN MEL;;MAJOR, 3. 07208 Cas Concos Del Cavaller, FELANITX, Mallorca;;28/01/2016;TI/100;;;;Allotjaments;;Turisme dinterior;4;8;Cas Concos Del Cavaller;;
LLUCMAJOR;AL FARO LLUCMAJOR, SL (B13695796);Alta;;BOUTIQUE ESPAÑA;4370999.48253;Carrer MELIÀ 1, ESQUINA C/BISBE TAIXEQUET, 68, S/N. 07620 LLUCMAJOR, Mallorca;490483.412528;27/11/2015;TI/101;;;;Allotjaments;;Turisme dinterior;14;28;Llucmajor;2.889333167061523;39.48854871245386
MONTUÏRI;CASA VERDE MALLORCA, SL (B16630220);Alta;;CAN MOIO;;Carrer PARE ANTONI MARTORELL, 3. 07230 MONTUÏRI, Mallorca;;12/02/2016;TI/102;;;;Allotjaments;;Turisme dinterior;6;12;Montuïri;;
SES SALINES;JONACASO SL (B57667727);Alta;;VILLA STATION;;MESTRAL, 3. 07640 Salines (Les), SES SALINES, Mallorca;;12/02/2016;TI/103;;;;Allotjaments;;Turisme dinterior;5;10;Salines (Les);;
SANT LLORENÇ DES CARDASSAR;BARBARA FEMENIAS SUREDA;Alta;;CAN SOLAIES;;MAJOR, 28. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca;;12/02/2016;TI/104;;;;Allotjaments;;Turisme dinterior;4;8;Sant Llorenç Del Cardassar;;
PALMA;INMOBILIARIA MONTAURA SL (B07410020);Alta;;SANTA CRUZ SUITE;;CAN SALES, 21. 07012 PALMA, Mallorca;;07/03/2016;TI/105;;;;Allotjaments;;Turisme dinterior;1;2;Palma;;
MARRATXÍ;CAL SECRETARI VELL, SL (B57804189);Alta;;CAL SECRETARI VELL;;OLESA, 5. 07141 Cabaneta (La), MARRATXÍ, Mallorca;;07/03/2016;TI/107;;;;Allotjaments;;Turisme dinterior;5;10;Cabaneta (La);;
PALMA;HOTEL BOUTIQUE BOSCH,SL (B16571507);Alta;;BOSCH SUITES;;Carrer BRONDO, 7. 07012 PALMA, Mallorca;;07/04/2016;TI/108;;;;Allotjaments;;Turisme dinterior;4;14;Palma;;
BUNYOLA;ES CORTE VELL SL (B57958928);Alta;4 estrelles Superior;ES CORTE VELL/ 4 ESTRELLES SUPERIOR;;SANTA CALTALINA TOMAS, 67. 07110 BUNYOLA, Mallorca;;22/08/2016;TI/109;;;;Allotjaments;;Turisme dinterior;10;20;Bunyola;;
SÓLLER;CATALINA TRIAS SERRA;Alta;;SARDEVIU;4401936.46903;VIVES, 14. 07100 SÓLLER, Mallorca;475554.342433;29/11/2000;TI/11;;;;Allotjaments;;Turisme dinterior;7;14;Sóller;2.7145838509923457;39.767004526088286
CALVIÀ;AMANDA MARTIN (Y0652876N);Alta;;CAN XORC (CASA MARTIN);;COSTA, 17. 07184 CALVIÀ, Mallorca;;22/08/2016;TI/110;;;;Allotjaments;;Turisme dinterior;2;4;Calvià;;
PALMA;CECILIA ELENA BELTRAN SERVAIS;Alta;;LONJA LIVING SUITES;;LLONJA, 18. 07012 PALMA, Mallorca;;29/09/2016;TI/112;;;;Allotjaments;;Turisme dinterior;3;8;Palma;;
PALMA;BALEARIC INTERNATIONAL CONSULTING 2015, SL (B57930596);Alta;;LA LONJA HOMES;;Carrer REMOLARS, 5. 07012 PALMA, Mallorca;;15/11/2016;TI/113;;;;Allotjaments;;Turisme dinterior;8;16;Palma;;
PALMA;SOMHINNER SL (B75570820);Alta;;CAN SAVELLA;;Carrer CAN SAVELLA, 17. 07001 PALMA, Mallorca;;15/11/2016;TI/114;;;;Allotjaments;;Turisme dinterior;9;18;Palma;;
PALMA;SHOPING Y LAPICES 2014 SL (B57891566);Alta;;BRICK;;FORN DEN VILA, 3. 07002 PALMA, Mallorca;;15/11/2016;TI/116;;;;Allotjaments;;Turisme dinterior;11;22;Palma;;
LLUBÍ;Romina Cillari (X3998675X);Alta;;CASA MONA, A PLACE TO STAY;;Carrer CRUZ, 14. 07430 LLUBÍ, Mallorca;;15/11/2016;TI/117;;;0;Allotjaments;;Turisme dinterior;4;8;Llubí;;
PALMA;ANDRE MOOK (Y0511359Z);Alta;;DESIGN SUITES PALMA;;JAUME FERRER, 4. 07012 PALMA, Mallorca;;15/11/2016;TI/120;;;;Allotjaments;;Turisme dinterior;4;8;Palma;;
PALMA;LAGUILA INVESTMENT SRL (B07489115);Alta;;LAGUILA SUITES;;Plaça MARQUES DEL PALMER, 2. 07001 PALMA, Mallorca;;07/12/2016;TI/121;;;0;Allotjaments;;Turisme dinterior;4;10;Palma;;
PALMA;SOMA HOMES SL (B57978280);Alta;;CAN AVALL;;Carrer CAN PUEYO, 13. 07003 PALMA, Mallorca;;07/12/2016;TI/123;;;;Allotjaments;;Turisme dinterior;11;22;Palma;;
SELVA;ARQUITECTURA COTA 90 SL (B07311525);Alta;;CAN COTA;;Carrer SANT LLORENÇ, 2. 07313 SELVA, Mallorca;;29/09/2017;TI/124;;;0;Allotjaments;;Turisme dinterior;11;21;Selva;;
PALMA;Gestión de Patrimonio Mallorca SL (B57956021);Alta;;SANT MIQUEL HOMES;;SANT MIQUEL, 23. 07003 PALMA, Mallorca;;17/01/2017;TI/126;;;;Allotjaments;;Turisme dinterior;6;12;Palma;;
PALMA;AMBAR MLS, SL (B01748508);Alta;;REMOLARS 3 TOWNHOUSE;;Carrer REMOLARS, 3. 07012 PALMA, Mallorca;;26/01/2017;TI/127;;;;Allotjaments;;Turisme dinterior;3;6;Palma;;
PALMA;JUAN CARLOS MASCARO CABANELLAS;Alta;;CAN BOSS;;DE LA BOSSERIA, 6. 07001 PALMA, Mallorca;;26/01/2017;TI/129;;;;Allotjaments;;Turisme dinterior;4;8;Palma;;
SELVA;CAN CALCO SL (B07971187);Alta;;CAN FURIOS;4402483.47109;Carrer DE BINIBONA, 11. 07313 SELVA, Mallorca;491819.240245;12/07/2001;TI/13;;;0;Allotjaments;;Turisme dinterior;13;26;Selva;2.9044779405397447;39.772244721953975
SA POBLA;MISTER GREEN RESTAURANTE Y BAR, S.L. (B57750903);Alta;;MISTER GREEN;;DES TREN, 9. 07420 Pobla (La), SA POBLA, Mallorca;;21/07/2017;TI/135;;;;Allotjaments;;Turisme dinterior;5;10;Pobla (La);;
ARTÀ;AMORÓS CERDÀ S.L. (B57733461);Alta;;FORN NOU;;Plaça DE LAIGUA, 2. 07570 ARTÀ, Mallorca;;21/07/2017;TI/137;;;;Allotjaments;;Turisme dinterior;4;8;Artà;;
MURO;INVERSIONS ES ROURE SEC, SL (B57340358);Alta;;COMTAT MURO;;SANT JOAN, 13. 07440 MURO, Mallorca;;21/07/2017;TI/138;;;;Allotjaments;;Turisme dinterior;2;10;Muro;;
BANYALBUFAR;Espacio Doka, SL (B06952485);Alta;;CAN BUSQUETS;4393202.91337;Carrer MIRAMAR, 24. 07191 BANYALBUFAR, Mallorca;458787.709878;02/08/2001;TI/14;;;;Allotjaments;;Turisme dinterior;6;11;Banyalbufar;2.5193762851490167;39.68766952340608
ALARÓ;BAGERIET, SL (B16745481);Alta;;CAN FRESSA;;Carrer DENMIG1, S/N. 07340 ALARÓ, Mallorca;;21/07/2017;TI/143;;;0;Allotjaments;;Turisme dinterior;8;20;Alaró;;
SÓLLER;Niall John Holden (Z2659591Z);Alta;;1902 TOWNHOUSE;;Carrer SA MAR, 59. 07100 SÓLLER, Mallorca;;31/07/2017;TI/147;;;;Allotjaments;;Turisme dinterior;5;12;Sóller;;
PALMA;CAN RUBI APARTMENTS SL (B57111726);Alta;;CAN RUBI;;Carrer RUBI, 2. 07002 PALMA, Mallorca;;21/07/2017;TI/148;;Excepció article 5.5 llei 8/2012, turisme dinterior;0;Allotjaments;;Turisme dinterior;8;22;Palma;;
FELANITX;GONZALEZ GALLEGO CARMEN;Alta;;BANCO DE FELANITX GUESS HOUSE;;SA PLAÇA, 11. 07200 FELANITX, Mallorca;;17/07/2017;TI/149;;;;Allotjaments;;Turisme dinterior;3;10;Felanitx;;
POLLENÇA;SOL SANT JORDI SL (B07876626);Alta;4 estrelles;SON SANT JORDI;4414367.07571;Carrer SANT JORDI, 29. 07460 POLLENÇA, Mallorca;501524.332091;05/03/2002;TI/15;;;0;Allotjaments;;Turisme dinterior;18;36;Pollença;3.0178264160960495;39.879354821754134
PALMA;INVALSAPI SL (B07794381);Alta;;BORNE SUITE;;Passeig BORN, 1. 07012 PALMA, Mallorca;;29/09/2017;TI/151;;;0;Allotjaments;;Turisme dinterior;8;22;Palma;;
SÓLLER;J.D. AL CUBO 2009, S.L. (B57633489);Alta;;SOLLEROOMS;;SANT BARTOMEU, 2. -, -;;02/10/2017;TI/152;;;;Allotjaments;;Turisme dinterior;10;20;Sóller;;
PALMA;FIVE TO ONE INVEST,SL (B16531048);Alta;;POC A POC SUITES;;SOCORS, 18. 07002 PALMA, Mallorca;;14/08/2017;TI/153;;;;Allotjaments;;Turisme dinterior;3;6;Palma;;
PALMA;INVERSIONES SUAROL,SL (B57959454);Alta;;CONFRARIA SINGULAR SUITES;;Carrer COFRADIA DE SANT MIQUEL, 8. 07002 PALMA, Mallorca;;02/10/2017;TI/154;;;0;Allotjaments;;Turisme dinterior;4;13;Palma;;
SELVA;MARIA ROSA ANDRADE ESPINOZA;Alta;;CASA CAIMARI;;NOSTRA SENYORA DE LLUC, 73. 07314 Caimari, SELVA, Mallorca;;02/10/2017;TI/155;;;;Allotjaments;;Turisme dinterior;4;8;Caimari;;
ARTÀ;ESTRELLA FUGAZ SL (B07942576);Alta;;Palacio Sant Salvador;4394066.09306;Carrer CASTELLET, 7. 07570 ARTÀ, Mallorca;530125.696553;26/03/2002;TI/16;;;;Allotjaments;;Turisme dinterior;8;16;Artà;3.3513723828246045;39.69591001155835
SANTA MARGALIDA;ES COLOMER DE LA VILA SLU (B57327967);Alta;;MOLL PETIT;;ISABEL GARAU, 72. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;04/10/2017;TI/161;;;;Allotjaments;;Turisme dinterior;5;16;Can Picafort;;
PALMA;HERMANOS POMAR PERELLO CB (E57180366);Alta;;MAR SUITES;;MAR, 11. 07012 PALMA, Mallorca;;29/09/2017;TI/162;;;;Allotjaments;;Turisme dinterior;4;16;Palma;;
COSTITX;Mª ISABEL FERRER MARTI;Alta;;GALILEO;;DE LA MARE DE DÉU, CANTONADA C/ PORTELLADA, 12. 07144 COSTITX, Mallorca;;04/10/2017;TI/166;;;;Allotjaments;;Turisme dinterior;4;8;Costitx;;
PALMA;MIGUEL ANGEL REBASA LLADO;Alta;;CASA DELMONTE;;TERESES, 6. 07003 PALMA, Mallorca;;04/10/2017;TI/168;;;;Allotjaments;;Turisme dinterior;8;16;Palma;;
PALMA;MARIA DE LOS ANGELES LOPEZ CALDERON;Alta;;HOSTALS;;Carrer HOSTALS, 4. 07002 PALMA, Mallorca;;29/09/2017;TI/170;;;0;Allotjaments;;Turisme dinterior;4;10;Palma;;
CAMPOS;R.E. CAMPOS INV S.L. (B65740581);Alta;;SA CREU NOVA;;Carrer NOU, 10. 07630 CAMPOS, Mallorca;;29/09/2017;TI/173;;;;Allotjaments;;Turisme dinterior;17;34;Campos;;
MARIA DE LA SALUT;CAMINA I NO TURIS,S.L. (B57053902);Alta;;CENTRAL MARIA;;Plaça DEL POU, 6. 07519 MARIA DE LA SALUT, Mallorca;;29/09/2017;TI/175;;;;Allotjaments;;Turisme dinterior;9;18;Maria De La Salut;;
SINEU;AMGUI RADIX,SL (B16503856);Alta;;CAN SERRETE;;DELS BOUS, 71. 07510 SINEU, Mallorca;;12/04/2018;TI/178;;;;Allotjaments;;Turisme dinterior;8;16;Sineu;;
SÓLLER;UNION CONCEPT,SLU (B16506347);Alta;;ECOCIRER;;REAL, 15. 07100 SÓLLER, Mallorca;;13/04/2018;TI/179;;;;Allotjaments;;Turisme dinterior;6;12;Sóller;;
ALCÚDIA;TRUYOLINO SL (B57007031);Alta;;SANT JAUME;4411370.21389;SANT JAUME, 6. 07400 ALCÚDIA, Mallorca;510403.415154;05/06/2002;TI/18;;;;Allotjaments;;Turisme dinterior;6;12;Alcúdia;3.1216157095487906;39.852290682149984
PALMA;Miguel  San Segundo Escudero;Alta;;CREAMHOMES LAS RAMBLAS;;Carrer Horts, 10. 07003 PALMA, Mallorca;;18/06/2018;TI/181;;;405;Allotjaments;;Turisme dinterior;3;12;Palma;;
PALMA;SHEDIR MALLORCA, SL (B57717738);Alta;;FIL SUITES;4380193.157;Carrer FERRERIA, 12. 07002 PALMA, Mallorca;470348.8041000003;25/06/2018;TI/182;;;519;Allotjaments;;Turisme dinterior;32;67;Palma;2.6547837512631607;39.57092856339978
FORNALUTX;ANDRES BARCELO VICENS;Alta;;CAN PERA ROOMS;;Carrer Joan Coll, 1. 07109 FORNALUTX, Mallorca;;10/08/2018;TI/183;;;349;Allotjaments;;Turisme dinterior;5;10;Fornalutx;;
SELVA;RESPIR HOTELS, SL (B72400302);Alta;;ANGELS BOUTIQUE;;Carrer ANGELS, 22. 07313 SELVA, Mallorca;;30/08/2018;TI/184;;;376;Allotjaments;;Turisme dinterior;8;16;Selva;;
SANTANYÍ;INSAIMART,SL (B57987190);Alta;;PETIT SANT MIQUEL;;Carrer Isaac Albéniz, 4. 07669 Calonge, SANTANYÍ, Mallorca;;27/07/2018;TI/185;;;133;Allotjaments;;Turisme dinterior;9;18;Calonge;;
ALARÓ;CA SA TIETA,SL (B16590150);Alta;3 estrelles Superior;CA SA TIETA, TURISME DINTERIOR;;Carrer Can Barbut, 2. 07340 ALARÓ, Mallorca;;07/08/2018;TI/186;;;442;Allotjaments;;Turisme dinterior;10;18;Alaró;;
PORRERES;Jaume Mulet Melia;Alta;;SHERENCIA;;Carrer Almoina , 48. 07260 PORRERES, Mallorca;;07/11/2018;TI/187;;;455;Allotjaments;;Turisme dinterior;9;18;Porreres;;
SELVA;LOOK BARCELONA ROOMS & APARTAMENTS, SL (B66506718);Alta;;SON GRIS;;Carrer Son Morro, 32. 07313 SELVA, Mallorca;;26/09/2018;TI/188;;;260;Allotjaments;;Turisme dinterior;7;16;Selva;;
SINEU;HOTEL PICAROL SINEU,SL (B57872954);Alta;;ES PICAROL SINEU;;Carrer DELS BOUS, 103. 07510 SINEU, Mallorca;;19/11/2018;TI/189;;;628;Allotjaments;;Turisme dinterior;5;10;Sineu;;
ESTELLENCS;TURISME DINTERIOR NORD CB (E07984073);Alta;;NORD;4389439.37455;DES TRIQUET, 4. 07192 ESTELLENCS, Mallorca;455457.340724;31/07/2002;TI/19;;;;Allotjaments;;Turisme dinterior;8;16;Estellencs;2.480792379949201;39.653593005231194
VALLDEMOSSA;Formula Balear SA (A07605207);Alta;;MARTON TURISME INTERIOR;4395690.293099999;Carrer REI SANÇ, 7. 07170 VALLDEMOSSA, Mallorca;467634.57579999976;07/12/2018;TI/190;;;208;Allotjaments;;Turisme dinterior;6;12;Valldemossa;2.6224252223366893;39.71046218209733
SÓLLER;GESTION TURISTICA BALEAR,SL (B16605610);Alta;;SOLLER PLAZA;4401841.2029;Carrer DE VICARI PASTOR, 4. 07100 SÓLLER, Mallorca;475528.5784;05/02/2019;TI/192;;;451;Allotjaments;;Turisme dinterior;21;42;Sóller;2.7142865935266727;39.766145432986875
PALMA;CAN VERDAL SL (B57953127);Alta;;CA NALEXANDRE;4380377.253900001;Plaça ALEXANDRE JAUME, 8 lletra A. 07002 PALMA, Mallorca;470408.9489000002;22/03/2019;TI/193;;;1039;Allotjaments;;Turisme dinterior;23;46;Palma;2.6554757693448385;39.57258941084401
ALCÚDIA;SANVIVUIT SL (B16502072);Alta;;ARA ALCUDIA;4411439.890000001;Carrer SANT VICENÇ, 8. 07400 ALCÚDIA, Mallorca;510464.7999999998;15/04/2019;TI/194;;;363;Allotjaments;;Turisme dinterior;10;19;Alcúdia;3.1223344100399246;39.852917710237364
PALMA;VALGUA SL (B85490738);Alta;;VILA DAMUNT;;Plaça de La Seu, 1. 07001 PALMA, Mallorca;;16/04/2019;TI/195;;;732;Allotjaments;;Turisme dinterior;7;16;Palma;;
ARTÀ;AMORÓS CERDÀ S.L. (B57733461);Alta;;CENTRE;;Carrer Centre, 2. 07570 ARTÀ, Mallorca;;29/04/2019;TI/196;;;188;Allotjaments;;Turisme dinterior;6;12;Artà;;
